plate_id,violation_date,violation_type,county
UA6429,2024-08-24,SCHOOL_ZONE_SPEEDING,Richmond County
UA8235,2025-07-14,SCHOOL_ZONE_SPEEDING,Queens County
SA4845,2024-07-12,SCHOOL_ZONE_SPEEDING,New York County
AZ7219,2025-07-03,SPEED_CAMERA_VIOLATION,Queens County
AZ6961,2024-09-10,SPEED_CAMERA_VIOLATION,Queens County
SA5492,2024-06-12,SCHOOL_ZONE_SPEEDING,Kings County
SQ5486,2024-09-24,SPEED_CAMERA_VIOLATION,New York County
EK2669,2024-11-11,SCHOOL_ZONE_SPEEDING,Bronx County
LA8240,2024-11-29,SPEED_CAMERA_VIOLATION,Kings County
AA3272,2024-04-13,SCHOOL_ZONE_SPEEDING,New York County
KE8393,2024-01-26,SPEED_CAMERA_VIOLATION,Kings County
SQ4603,2024-09-18,SCHOOL_ZONE_SPEEDING,Kings County
AZ2894,2025-07-26,SPEED_CAMERA_VIOLATION,Queens County
AV1168,2025-04-22,SPEED_CAMERA_VIOLATION,New York County
DL1701,2025-03-10,SCHOOL_ZONE_SPEEDING,Bronx County
AM1425,2025-08-07,SCHOOL_ZONE_SPEEDING,Bronx County
AF3527,2025-06-01,SCHOOL_ZONE_SPEEDING,Bronx County
AC3888,2024-07-23,SCHOOL_ZONE_SPEEDING,Kings County
UA9950,2024-07-06,SCHOOL_ZONE_SPEEDING,Kings County
SK4848,2025-04-22,SPEED_CAMERA_VIOLATION,Kings County
KL3616,2024-12-23,SPEED_CAMERA_VIOLATION,Queens County
AI3868,2024-03-21,SCHOOL_ZONE_SPEEDING,Richmond County
BA8525,2025-03-24,SPEED_CAMERA_VIOLATION,New York County
EK2062,2025-09-11,SPEED_CAMERA_VIOLATION,Bronx County
TG3255,2025-06-15,SPEED_CAMERA_VIOLATION,Richmond County
AF5668,2024-08-15,SCHOOL_ZONE_SPEEDING,Kings County
SQ8523,2024-03-08,SPEED_CAMERA_VIOLATION,Queens County
AI8120,2025-09-17,SCHOOL_ZONE_SPEEDING,Bronx County
AA8769,2025-03-10,SCHOOL_ZONE_SPEEDING,Richmond County
AF4079,2025-02-12,SCHOOL_ZONE_SPEEDING,Kings County
KL9656,2024-02-09,SPEED_CAMERA_VIOLATION,Richmond County
AV6740,2024-07-01,SCHOOL_ZONE_SPEEDING,Kings County
AI3538,2024-06-22,SPEED_CAMERA_VIOLATION,Bronx County
TG9054,2024-05-07,SCHOOL_ZONE_SPEEDING,Richmond County
ET6234,2024-01-11,SCHOOL_ZONE_SPEEDING,Queens County
WN5918,2024-06-29,SPEED_CAMERA_VIOLATION,Queens County
AM5515,2024-05-05,SCHOOL_ZONE_SPEEDING,Richmond County
QR2379,2025-04-26,SCHOOL_ZONE_SPEEDING,Kings County
NH6266,2025-05-01,SCHOOL_ZONE_SPEEDING,Queens County
SA9373,2025-10-09,SPEED_CAMERA_VIOLATION,Richmond County
KL9285,2025-03-21,SPEED_CAMERA_VIOLATION,Queens County
SQ6358,2024-12-24,SCHOOL_ZONE_SPEEDING,Bronx County
AF8075,2024-07-14,SPEED_CAMERA_VIOLATION,Queens County
KE6873,2024-03-12,SPEED_CAMERA_VIOLATION,Queens County
WN8288,2025-01-12,SPEED_CAMERA_VIOLATION,Richmond County
IB1185,2024-10-20,SPEED_CAMERA_VIOLATION,Queens County
EK4332,2024-01-21,SCHOOL_ZONE_SPEEDING,Bronx County
AM6212,2024-03-06,SCHOOL_ZONE_SPEEDING,Richmond County
IB2730,2025-06-10,SCHOOL_ZONE_SPEEDING,New York County
UA8751,2024-02-22,SCHOOL_ZONE_SPEEDING,Queens County
SA8121,2025-05-20,SCHOOL_ZONE_SPEEDING,Kings County
SK2755,2024-03-14,SCHOOL_ZONE_SPEEDING,Bronx County
NZ7779,2025-05-28,SPEED_CAMERA_VIOLATION,New York County
NH7193,2024-09-20,SCHOOL_ZONE_SPEEDING,Kings County
QF9304,2024-10-21,SCHOOL_ZONE_SPEEDING,Queens County
SA1644,2025-08-21,SCHOOL_ZONE_SPEEDING,New York County
DL4692,2024-02-18,SCHOOL_ZONE_SPEEDING,New York County
QR3399,2024-06-17,SPEED_CAMERA_VIOLATION,Richmond County
WN2042,2025-08-23,SCHOOL_ZONE_SPEEDING,Kings County
NH3161,2025-10-03,SPEED_CAMERA_VIOLATION,Bronx County
AF2174,2024-09-16,SPEED_CAMERA_VIOLATION,Bronx County
AZ9476,2025-06-30,SPEED_CAMERA_VIOLATION,Bronx County
SQ3494,2024-12-20,SPEED_CAMERA_VIOLATION,Richmond County
AZ7236,2025-05-06,SCHOOL_ZONE_SPEEDING,Bronx County
KL5248,2025-02-22,SPEED_CAMERA_VIOLATION,Kings County
AZ7817,2024-04-24,SPEED_CAMERA_VIOLATION,Kings County
LH8191,2024-09-30,SPEED_CAMERA_VIOLATION,Kings County
SK9152,2024-11-09,SPEED_CAMERA_VIOLATION,Queens County
IB9562,2024-05-25,SPEED_CAMERA_VIOLATION,Richmond County
TG8205,2025-06-05,SCHOOL_ZONE_SPEEDING,Bronx County
QF8415,2025-01-31,SPEED_CAMERA_VIOLATION,Bronx County
LA2404,2024-10-27,SPEED_CAMERA_VIOLATION,New York County
SA4317,2025-03-29,SPEED_CAMERA_VIOLATION,Richmond County
DL1765,2024-01-04,SCHOOL_ZONE_SPEEDING,Queens County
BA2574,2024-11-29,SCHOOL_ZONE_SPEEDING,Queens County
IB4953,2025-03-26,SPEED_CAMERA_VIOLATION,New York County
NZ6084,2024-06-01,SCHOOL_ZONE_SPEEDING,Queens County
DL7685,2025-06-30,SPEED_CAMERA_VIOLATION,Kings County
EK3314,2025-01-04,SCHOOL_ZONE_SPEEDING,Bronx County
AZ5938,2024-03-22,SPEED_CAMERA_VIOLATION,New York County
NZ3523,2024-05-22,SCHOOL_ZONE_SPEEDING,Richmond County
BA3483,2024-12-31,SPEED_CAMERA_VIOLATION,New York County
LH3957,2025-05-03,SPEED_CAMERA_VIOLATION,Queens County
DL8353,2025-08-18,SPEED_CAMERA_VIOLATION,Bronx County
SK1448,2025-09-17,SPEED_CAMERA_VIOLATION,Richmond County
KE3098,2025-04-12,SPEED_CAMERA_VIOLATION,New York County
AV7144,2024-08-07,SCHOOL_ZONE_SPEEDING,Queens County
KL6164,2024-11-15,SPEED_CAMERA_VIOLATION,Bronx County
KE7452,2025-05-05,SCHOOL_ZONE_SPEEDING,Kings County
NZ8106,2024-09-25,SPEED_CAMERA_VIOLATION,Kings County
QR3146,2024-03-09,SCHOOL_ZONE_SPEEDING,Kings County
QR9862,2024-09-09,SCHOOL_ZONE_SPEEDING,Bronx County
DL2537,2025-07-27,SPEED_CAMERA_VIOLATION,Queens County
TG2803,2025-01-19,SPEED_CAMERA_VIOLATION,Richmond County
SK4122,2025-08-05,SCHOOL_ZONE_SPEEDING,Kings County
NZ5021,2024-02-22,SPEED_CAMERA_VIOLATION,New York County
AM9801,2025-05-03,SCHOOL_ZONE_SPEEDING,Bronx County
AF1510,2025-10-04,SPEED_CAMERA_VIOLATION,New York County
TG6198,2024-06-24,SCHOOL_ZONE_SPEEDING,Queens County
SK4800,2025-09-27,SCHOOL_ZONE_SPEEDING,New York County
AC4523,2025-07-30,SCHOOL_ZONE_SPEEDING,Richmond County
EK3918,2025-04-28,SPEED_CAMERA_VIOLATION,Bronx County
IB3113,2024-09-21,SPEED_CAMERA_VIOLATION,Bronx County
EK5250,2025-04-27,SCHOOL_ZONE_SPEEDING,Kings County
KE4306,2025-01-11,SCHOOL_ZONE_SPEEDING,New York County
AI9969,2025-09-16,SPEED_CAMERA_VIOLATION,Queens County
SA3328,2025-06-13,SPEED_CAMERA_VIOLATION,Bronx County
BA2088,2025-08-14,SPEED_CAMERA_VIOLATION,Richmond County
NH9924,2024-07-12,SCHOOL_ZONE_SPEEDING,Richmond County
SQ3533,2024-12-07,SCHOOL_ZONE_SPEEDING,Richmond County
NH7775,2024-11-10,SCHOOL_ZONE_SPEEDING,Richmond County
QF1757,2024-04-17,SCHOOL_ZONE_SPEEDING,Kings County
BA8519,2024-08-07,SPEED_CAMERA_VIOLATION,Queens County
KE2015,2025-04-10,SPEED_CAMERA_VIOLATION,New York County
AV4884,2024-02-27,SCHOOL_ZONE_SPEEDING,Queens County
SK1423,2024-06-13,SPEED_CAMERA_VIOLATION,New York County
LA4298,2025-01-27,SCHOOL_ZONE_SPEEDING,Queens County
CX1145,2024-04-12,SPEED_CAMERA_VIOLATION,Kings County
SA9373,2025-08-04,SCHOOL_ZONE_SPEEDING,Kings County
AA7759,2024-02-11,SCHOOL_ZONE_SPEEDING,Kings County
WN1940,2025-02-19,SCHOOL_ZONE_SPEEDING,Queens County
EK3589,2024-05-12,SCHOOL_ZONE_SPEEDING,Richmond County
AI6503,2025-04-09,SPEED_CAMERA_VIOLATION,Richmond County
LA3165,2025-06-29,SCHOOL_ZONE_SPEEDING,Bronx County
LA8757,2024-08-26,SCHOOL_ZONE_SPEEDING,Kings County
WN2219,2024-06-03,SPEED_CAMERA_VIOLATION,New York County
KE5284,2024-04-23,SPEED_CAMERA_VIOLATION,Queens County
WN8327,2024-01-06,SCHOOL_ZONE_SPEEDING,Richmond County
SA3789,2025-05-25,SPEED_CAMERA_VIOLATION,Richmond County
KE5697,2025-04-04,SCHOOL_ZONE_SPEEDING,Bronx County
NZ4258,2024-09-14,SCHOOL_ZONE_SPEEDING,Bronx County
WN4295,2024-10-24,SCHOOL_ZONE_SPEEDING,Kings County
IB4654,2025-02-28,SCHOOL_ZONE_SPEEDING,New York County
BA7967,2024-09-12,SPEED_CAMERA_VIOLATION,New York County
NZ3563,2025-06-27,SPEED_CAMERA_VIOLATION,Queens County
AZ7873,2024-03-22,SPEED_CAMERA_VIOLATION,New York County
QR6945,2025-02-01,SPEED_CAMERA_VIOLATION,Kings County
EK3571,2025-10-10,SCHOOL_ZONE_SPEEDING,Queens County
BA7041,2025-02-20,SCHOOL_ZONE_SPEEDING,Richmond County
SK7135,2025-07-28,SPEED_CAMERA_VIOLATION,Richmond County
UA3397,2025-06-15,SPEED_CAMERA_VIOLATION,New York County
AI1298,2025-05-14,SPEED_CAMERA_VIOLATION,Kings County
SK4515,2025-04-08,SPEED_CAMERA_VIOLATION,Kings County
KE8751,2024-06-23,SPEED_CAMERA_VIOLATION,Bronx County
EK3851,2024-04-08,SPEED_CAMERA_VIOLATION,Kings County
LH8174,2025-09-08,SCHOOL_ZONE_SPEEDING,New York County
ET5903,2024-06-07,SPEED_CAMERA_VIOLATION,Queens County
AM4035,2025-08-30,SPEED_CAMERA_VIOLATION,New York County
AA6647,2024-01-10,SCHOOL_ZONE_SPEEDING,Kings County
QR2285,2025-09-24,SCHOOL_ZONE_SPEEDING,Queens County
WN2195,2024-08-16,SPEED_CAMERA_VIOLATION,Bronx County
AI2550,2024-12-29,SPEED_CAMERA_VIOLATION,Queens County
EK9582,2025-04-21,SCHOOL_ZONE_SPEEDING,Queens County
IB1590,2024-02-07,SCHOOL_ZONE_SPEEDING,Kings County
WN1275,2025-03-26,SCHOOL_ZONE_SPEEDING,Kings County
AZ5256,2024-06-16,SPEED_CAMERA_VIOLATION,Richmond County
SK2196,2024-12-14,SPEED_CAMERA_VIOLATION,Queens County
SK3298,2024-07-14,SPEED_CAMERA_VIOLATION,Bronx County
DL8764,2025-05-24,SPEED_CAMERA_VIOLATION,New York County
ET9826,2025-07-28,SCHOOL_ZONE_SPEEDING,New York County
NH4965,2025-03-22,SPEED_CAMERA_VIOLATION,Kings County
NZ8723,2025-07-12,SCHOOL_ZONE_SPEEDING,Bronx County
WN2160,2024-08-28,SCHOOL_ZONE_SPEEDING,Kings County
AF4630,2024-11-21,SCHOOL_ZONE_SPEEDING,Richmond County
QR2730,2024-03-31,SCHOOL_ZONE_SPEEDING,Queens County
SQ8706,2025-08-08,SPEED_CAMERA_VIOLATION,Richmond County
BA7461,2025-01-08,SPEED_CAMERA_VIOLATION,New York County
QF4285,2025-08-09,SPEED_CAMERA_VIOLATION,New York County
LA3325,2024-03-02,SCHOOL_ZONE_SPEEDING,New York County
NH9522,2024-08-07,SCHOOL_ZONE_SPEEDING,New York County
IB3208,2024-02-16,SCHOOL_ZONE_SPEEDING,Kings County
WN3720,2024-11-28,SCHOOL_ZONE_SPEEDING,Queens County
CX6773,2025-02-13,SPEED_CAMERA_VIOLATION,Richmond County
QF7760,2024-10-11,SCHOOL_ZONE_SPEEDING,Queens County
AV3374,2024-05-11,SPEED_CAMERA_VIOLATION,Queens County
AF9614,2025-01-02,SCHOOL_ZONE_SPEEDING,Kings County
EK1215,2025-02-26,SCHOOL_ZONE_SPEEDING,Kings County
TG1620,2024-02-02,SCHOOL_ZONE_SPEEDING,Kings County
LA9443,2024-08-10,SPEED_CAMERA_VIOLATION,New York County
QR2822,2024-10-08,SPEED_CAMERA_VIOLATION,New York County
IB9753,2025-08-19,SCHOOL_ZONE_SPEEDING,Queens County
WN8983,2025-01-03,SCHOOL_ZONE_SPEEDING,New York County
AC4071,2025-10-12,SCHOOL_ZONE_SPEEDING,Richmond County
LA7890,2025-08-09,SCHOOL_ZONE_SPEEDING,Bronx County
QF5171,2024-10-15,SPEED_CAMERA_VIOLATION,New York County
CX8055,2025-01-03,SCHOOL_ZONE_SPEEDING,Queens County
AZ3832,2024-11-03,SCHOOL_ZONE_SPEEDING,Queens County
KL3301,2024-12-03,SPEED_CAMERA_VIOLATION,Bronx County
LA4783,2025-05-01,SPEED_CAMERA_VIOLATION,Kings County
KL2582,2024-04-08,SPEED_CAMERA_VIOLATION,Bronx County
NZ6359,2025-05-22,SCHOOL_ZONE_SPEEDING,Kings County
QF6069,2024-11-29,SPEED_CAMERA_VIOLATION,Queens County
NH8283,2024-03-24,SCHOOL_ZONE_SPEEDING,New York County
