plate_id,violation_date,violation_type,county
AF3957,10/21/2025,SCHOOL_ZONE_SPEEDING,Kings County
AV4742,10/26/2025,SPEED_CAMERA_VIOLATION,New York County
TG3079,10/26/2025,SCHOOL_ZONE_SPEEDING,Richmond County
LH1518,10/16/2025,SPEED_CAMERA_VIOLATION,Queens County
ET4536,10/25/2025,SPEED_CAMERA_VIOLATION,Richmond County
TG4099,10/21/2025,SPEED_CAMERA_VIOLATION,Bronx County
NZ8575,10/30/2025,SPEED_CAMERA_VIOLATION,Queens County
IB3113,10/20/2025,SCHOOL_ZONE_SPEEDING,Queens County
AA1107,10/24/2025,SCHOOL_ZONE_SPEEDING,Richmond County
KE9893,10/24/2025,SPEED_CAMERA_VIOLATION,Queens County
AI2165,10/26/2025,SPEED_CAMERA_VIOLATION,Richmond County
AZ2355,10/25/2025,SPEED_CAMERA_VIOLATION,Bronx County
KE2630,10/19/2025,SPEED_CAMERA_VIOLATION,Kings County
AF8946,10/18/2025,SCHOOL_ZONE_SPEEDING,Queens County
UA5308,10/22/2025,SPEED_CAMERA_VIOLATION,Kings County
AZ1674,10/27/2025,SPEED_CAMERA_VIOLATION,Bronx County
SQ9273,10/28/2025,SCHOOL_ZONE_SPEEDING,Queens County
SK8168,10/22/2025,SCHOOL_ZONE_SPEEDING,Queens County
DL1467,10/28/2025,SPEED_CAMERA_VIOLATION,Queens County
SA2968,10/23/2025,SCHOOL_ZONE_SPEEDING,Richmond County
CX9197,10/17/2025,SCHOOL_ZONE_SPEEDING,New York County
